x,y
8.98,0.58872
8.99,0.5935
9,0.59731
9.01,0.60013
9.02,0.60197
9.03,0.60283
9.04,0.60271
9.05,0.60161
9.06,0.59952
9.07,0.59646
9.08,0.59241
9.09,0.58739
9.1,0.58138
9.11,0.57439
9.12,0.56642
9.13,0.55747
9.14,0.54754
9.15,0.53663
9.16,0.52473
9.17,0.51186
9.18,0.49801
9.19,0.48332
9.2,0.46812
9.21,0.45272
9.22,0.43742
9.23,0.42252
9.24,0.40832
9.25,0.3951
9.26,0.38311
9.27,0.37258
9.28,0.36369
9.29,0.35663
9.3,0.3515
9.31,0.34839
9.32,0.34736
9.33,0.34848
9.34,0.35187
9.35,0.35743
9.36,0.36503
9.37,0.3745
9.38,0.38565
9.39,0.39822
9.4,0.41196
9.41,0.42659
9.42,0.44181
9.43,0.4573
9.44,0.47276
9.45,0.48788
9.46,0.50237
9.47,0.51594
9.48,0.52851
9.49,0.54011
9.5,0.55072
9.51,0.56035
9.52,0.569
9.53,0.57667
9.54,0.58336
9.55,0.58907
9.56,0.5938
9.57,0.59754
9.58,0.60031
9.59,0.60209
9.6,0.60289
9.61,0.60271
9.62,0.60155
9.63,0.59941
9.64,0.59629
9.65,0.59219
9.66,0.58711
9.67,0.58104
9.68,0.574
9.69,0.56597
9.7,0.55696
9.71,0.54698
9.72,0.53601
9.73,0.52406
9.74,0.51113
9.75,0.49721
9.76,0.48248
9.77,0.46725
9.78,0.45183
9.79,0.43654
9.8,0.42167
9.81,0.40751
9.82,0.39434
9.83,0.38242
9.84,0.37197
9.85,0.36318
9.86,0.35622
9.87,0.3512
9.88,0.34821
9.89,0.34729
9.9,0.34854
9.91,0.35204
9.92,0.35771
9.93,0.36542
9.94,0.37499
9.95,0.38622
9.96,0.39886
9.97,0.41267
9.98,0.42734
9.99,0.44259
10,0.45809
